title,user,user_type,review,publish_date,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,cities,len_cities,sum_ratings,count_ratings,avg_rating,title_blob,review_blob,review_tokens,title_tokens,review_sent
Air Canada customer review,K Lockie,Not Verified,Cabin crew were ok. Ground crew were overwhelmed and just didn't care what happened. Connections agent did not use any information system to inform us that our flight in 20 minutes had already departed. In fact our connection had been delayed 45 mins giving us adequate time to get to the gate. The connections agent directed us to stand on line for flight rebooking and for hotel accommodation. After 1 hour of waiting all the Air Canada agents went home and told us to rebook ourselves. Its a long story but almost every interaction with an Air Canada representative was poor.,6th July 2014,,Economy Class,,,4,1,2,4,0,0,1,[],0,12.0,5,2.4,0.0,0.0958333333333333,"['cabin', 'crew', 'ok', 'ground', 'crew', 'overwhelmed', 'care', 'happened', 'connections', 'agent', 'use', 'information', 'system', 'inform', 'minutes', 'already', 'departed', 'fact', 'connection', 'delayed', 'mins', 'giving', 'adequate', 'time', 'gate', 'connections', 'agent', 'directed', 'stand', 'line', 'rebooking', 'hotel', 'accommodation', 'hour', 'waiting', 'agents', 'home', 'told', 'rebook', 'long', 'story', 'almost', 'every', 'interaction', 'representative', 'poor']","['customer', 'review']",pos
Air Canada customer review,D Collard,Not Verified,Victoria to Vancouver 4 June 2014 a 20-minute flight aboard a new Dash8-Q400 connecting to Lufthansa. The Dash8 series has never been able to accommodate a full-sized carry-on bag in the passenger cabin either in the overhead bin or under the seat in front. As a solution AC has accepted full-sized carry-on bags aboard the Dash8-100 - 200 and -300 models by having passengers place their bags on a cart beside the airstairs when boarding placed them in the baggage compartment as the last bags by the compartment door and then put those bags on another cart at the foot of the airstairs for passengers to collect upon arrival. With its new Dash8-Q400s Air Canada cannot do this but it only announced that fact at the gate at Victoria telling passengers that their full-sized carry- ons would be taken only as checked baggage to their final destination. Passengers were forced to take out from their carry-ons all the items essential to keep with them during their entire trip (laptops prescription medications anything breakable or valuable). My own carry-on is only two-thirds the standard full size and (just barely) fits under the seat in front so I was able to keep it in my possession for my entire 16-hour journey. Travellers should avoid AC flights served by Dash8-Q400 aircraft unless they use smaller carry-on bags not the standard full-sized ones. (As it was a 20-minute flight it offered no food or entertainment.),6th July 2014,,Economy Class,,,5,5,5,5,0,0,4,[],0,24.0,5,4.8,0.0,0.10382775119617225,"['june', 'aboard', 'new', 'connecting', 'lufthansa', 'series', 'never', 'able', 'accommodate', 'bag', 'passenger', 'cabin', 'either', 'overhead', 'bin', 'seat', 'front', 'solution', 'ac', 'accepted', 'bags', 'aboard', 'models', 'passengers', 'place', 'bags', 'cart', 'beside', 'airstairs', 'boarding', 'placed', 'baggage', 'compartment', 'last', 'bags', 'compartment', 'door', 'put', 'bags', 'another', 'cart', 'foot', 'airstairs', 'passengers', 'collect', 'upon', 'arrival', 'new', 'announced', 'fact', 'gate', 'telling', 'passengers', 'ons', 'taken', 'checked', 'baggage', 'final', 'destination', 'passengers', 'forced', 'take', 'items', 'essential', 'keep', 'entire', 'trip', 'laptops', 'prescription', 'medications', 'anything', 'breakable', 'valuable', 'standard', 'full', 'size', 'barely', 'fits', 'seat', 'front', 'able', 'keep', 'possession', 'entire', 'journey', 'travellers', 'avoid', 'ac', 'served', 'aircraft', 'unless', 'use', 'smaller', 'bags', 'standard', 'ones', 'offered', 'food', 'entertainment']","['customer', 'review']",pos
Air Canada customer review,J Edward,Not Verified,LHR to Toronto. Although I had originally seen a suitable flight schedule with Air Canada my travel agent organised for me to fly with Lufthansa as she said they were a more reputable airline. Turned out it was code share with Air Canada meaning no access to meal choice no seat selection and subsequently general anxiety about the booking. I got to the airport 3 hours before each time. At Heathrow I was patronised at the counter with 'everyone knows that showing up early does nothing anymore'. I was given a seat in the last row of the plane that only reclined slightly. No problem I am an experienced traveller and although I was on the way to give one of the most important presentations of my life I was able to relax and keep calm. At Toronto airport checking in for the Heathrow flight I had to queue a very long time and then was told there was no assigned seat for me. I went to Lufthansa to see if there was anything they could do for me. I asked why I could not check in online. They told me because the code was a Lufthansa code not recognised by Air Canada. They then told me that because I had bought a significantly cheaper fare (I hadn't) that I should expect to be treated like this. I did however notice that my class was Y which is usually on my boarding pass when I travel economy. Finally 30 minutes before the flight they called my name and had assigned my seat in the last row of the aircraft where I could not recline. This was the overnight flight from Toronto to Heathrow and I had to go back to work the next day. I was offered a choice of two meat based meals and had to refuse them as I am vegetarian. No seat choice no meal choice. My advice is to give code share a miss. Lufthansa and Air Canada may well be partners but when you travel Air Canada as a Lufthansa customer you are bottom rung nobody who somehow deserves to be patronised by all.,1st July 2014,,Economy Class,,,4,4,4,2,0,0,2,[],0,16.0,5,3.2,0.0,0.25083333333333335,"['lhr', 'although', 'originally', 'seen', 'suitable', 'schedule', 'travel', 'agent', 'organised', 'fly', 'lufthansa', 'reputable', 'airline', 'turned', 'code', 'share', 'meaning', 'access', 'meal', 'choice', 'seat', 'selection', 'subsequently', 'general', 'anxiety', 'booking', 'airport', 'hours', 'time', 'heathrow', 'patronised', 'counter', 'knows', 'showing', 'early', 'nothing', 'anymore', 'given', 'seat', 'last', 'row', 'plane', 'reclined', 'slightly', 'problem', 'experienced', 'traveller', 'although', 'way', 'give', 'important', 'presentations', 'life', 'able', 'relax', 'keep', 'calm', 'airport', 'checking', 'heathrow', 'queue', 'long', 'time', 'told', 'assigned', 'seat', 'lufthansa', 'see', 'anything', 'asked', 'check', 'online', 'told', 'code', 'lufthansa', 'code', 'recognised', 'told', 'bought', 'significantly', 'cheaper', 'fare', 'expect', 'treated', 'like', 'notice', 'class', 'usually', 'boarding', 'pass', 'travel', 'economy', 'finally', 'minutes', 'called', 'name', 'assigned', 'seat', 'last', 'row', 'aircraft', 'recline', 'overnight', 'heathrow', 'back', 'work', 'day', 'offered', 'choice', 'meat', 'based', 'meals', 'refuse', 'vegetarian', 'seat', 'choice', 'meal', 'choice', 'advice', 'give', 'code', 'share', 'miss', 'lufthansa', 'may', 'well', 'partners', 'travel', 'lufthansa', 'customer', 'bottom', 'rung', 'nobody', 'somehow', 'deserves', 'patronised']","['customer', 'review']",pos
Air Canada customer review,Stuart Reay,Not Verified,Flew from Vancouver to Toronto in business class on a brand new 777-300. It had the brand new business class and it was excellent. Great staggered layout and single seats are amazing for sole travellers. Very comfortable in lie flat position and new duvet and pillows great quality. Excellent meal service and lovely staff. Would love to fly on this again.,30th June 2014,,Economy Class,,,5,5,5,4,0,0,5,[],0,24.0,5,4.8,0.0,0.4555108225108225,"['flew', 'business', 'class', 'brand', 'new', 'brand', 'new', 'business', 'class', 'excellent', 'great', 'staggered', 'layout', 'single', 'seats', 'amazing', 'sole', 'travellers', 'comfortable', 'lie', 'flat', 'position', 'new', 'duvet', 'pillows', 'great', 'quality', 'excellent', 'meal', 'service', 'lovely', 'staff', 'love', 'fly']","['customer', 'review']",pos
Air Canada customer review,Tercon Bojan,Not Verified,Air Canada used a small and (24yr) old A319 on this Vancouver to Ottawa route. The first class seats are wide however with not much legroom so you feel a bit squashed on this 4+ hour flight. The IFE kept breaking down so they had to reboot several times during the flight. The service though was good and they had a really great healthy breakfast option that I really enjoyed.,25th June 2014,,First Class,,,4,4,5,1,0,0,4,[],0,18.0,5,3.6,0.0,0.20404040404040405,"['used', 'small', 'old', 'route', 'first', 'class', 'seats', 'wide', 'much', 'legroom', 'feel', 'bit', 'squashed', 'hour', 'ife', 'kept', 'breaking', 'reboot', 'several', 'times', 'service', 'though', 'good', 'really', 'great', 'healthy', 'breakfast', 'option', 'really', 'enjoyed']","['customer', 'review']",pos
Air Canada customer review,D Hovland,Not Verified,Flew to YQR on June 20 and had a great flight throughout. Declined the lunch and the flight attendant was very attentive throughout the entire flight. Too bad my return to YYZ on flt 1116 on June 23 was not the same. None of the crew bothered to introduce themselves. Declined the lunch again due to health issues and asked for a sandwich instead. Told I would have to pay the $7.00 odd for the sandwich I was brought from economy! It was almost impossible to get a top up of my wine as the crew were safely ensconced behind the tightly closed front galley curtain and could be heard giggling away like school girls (all male crew). I have usually received excellent service in J but made to pay for a chicken roll sandwich was over the top I hope this is not going to be the norm on AC otherwise Westjet here I come.,25th June 2014,,Business Class,,,4,3,3,3,0,0,3,[],0,16.0,5,3.2,0.0,0.0538888888888889,"['flew', 'yqr', 'june', 'great', 'throughout', 'declined', 'lunch', 'attendant', 'attentive', 'throughout', 'entire', 'bad', 'return', 'yyz', 'flt', 'june', 'none', 'crew', 'bothered', 'introduce', 'declined', 'lunch', 'due', 'health', 'issues', 'asked', 'sandwich', 'instead', 'told', 'pay', 'odd', 'sandwich', 'brought', 'economy', 'almost', 'impossible', 'top', 'wine', 'crew', 'safely', 'ensconced', 'behind', 'tightly', 'closed', 'front', 'galley', 'curtain', 'heard', 'giggling', 'away', 'like', 'school', 'girls', 'male', 'crew', 'usually', 'received', 'excellent', 'service', 'j', 'pay', 'chicken', 'roll', 'sandwich', 'top', 'hope', 'going', 'norm', 'ac', 'otherwise', 'westjet', 'come']","['customer', 'review']",pos
Air Canada customer review,Tercon Bojan,Not Verified,Air Canada used a small and (24yr) old A319 on this Vancouver to Ottawa route. The first class seats are wide however with not much legroom so you feel a bit squashed on this 4+ hour flight. The IFE kept breaking down so they had to reboot several times during the flight. The service though was good and they had a really great healthy breakfast option that I really enjoyed.,25th June 2014,,First Class,,,4,4,5,1,0,0,4,[],0,18.0,5,3.6,0.0,0.20404040404040405,"['used', 'small', 'old', 'route', 'first', 'class', 'seats', 'wide', 'much', 'legroom', 'feel', 'bit', 'squashed', 'hour', 'ife', 'kept', 'breaking', 'reboot', 'several', 'times', 'service', 'though', 'good', 'really', 'great', 'healthy', 'breakfast', 'option', 'really', 'enjoyed']","['customer', 'review']",pos
Air Canada customer review,D Hovland,Not Verified,Flew to YQR on June 20 and had a great flight throughout. Declined the lunch and the flight attendant was very attentive throughout the entire flight. Too bad my return to YYZ on flt 1116 on June 23 was not the same. None of the crew bothered to introduce themselves. Declined the lunch again due to health issues and asked for a sandwich instead. Told I would have to pay the $7.00 odd for the sandwich I was brought from economy! It was almost impossible to get a top up of my wine as the crew were safely ensconced behind the tightly closed front galley curtain and could be heard giggling away like school girls (all male crew). I have usually received excellent service in J but made to pay for a chicken roll sandwich was over the top I hope this is not going to be the norm on AC otherwise Westjet here I come.,25th June 2014,,Business Class,,,4,3,3,3,0,0,3,[],0,16.0,5,3.2,0.0,0.0538888888888889,"['flew', 'yqr', 'june', 'great', 'throughout', 'declined', 'lunch', 'attendant', 'attentive', 'throughout', 'entire', 'bad', 'return', 'yyz', 'flt', 'june', 'none', 'crew', 'bothered', 'introduce', 'declined', 'lunch', 'due', 'health', 'issues', 'asked', 'sandwich', 'instead', 'told', 'pay', 'odd', 'sandwich', 'brought', 'economy', 'almost', 'impossible', 'top', 'wine', 'crew', 'safely', 'ensconced', 'behind', 'tightly', 'closed', 'front', 'galley', 'curtain', 'heard', 'giggling', 'away', 'like', 'school', 'girls', 'male', 'crew', 'usually', 'received', 'excellent', 'service', 'j', 'pay', 'chicken', 'roll', 'sandwich', 'top', 'hope', 'going', 'norm', 'ac', 'otherwise', 'westjet', 'come']","['customer', 'review']",pos
Air Canada customer review,Pettifer Tim,Not Verified,"Air Canada - Canada's discount airline! I fly 100+ flights on Air Canada every year and have done so for 10 yrs. It's sad to see the decline of our national carrier in recent years. Operations at most US stations are now run by outsourced contractors who poorly represent the airline and generally have no interest in providing customer service. Air Canada has relocated many of its US gates from main terminals with good services and lounge options to 2nd tier facilities serving discount or charter carriers. The mainline now operates very few flights in North America subcontracting most flights to Jazz Sky Regional and now ""Rouge"". The product has become so inconsistent that unless one flies AC very regularly it would be almost impossible to now what to expect when you book a flight. Hint - avoid Rouge like the plague! To offer Rouge as a low cost / low service alternative is fine - to discontinue mainline service and replace it with Rouge is not fine! It's good to see that the airline has become profitable however if the product continues to decline and competitors continue to expand their offering and provide a viable option to Air Canada's long held virtual monopoly the profitability will be short lived.",23rd June 2014,,Business Class,,,3,2,3,3,0,0,1,[],0,12.0,5,2.4,0.0,0.09664682539682541,"['discount', 'airline', 'fly', 'every', 'year', 'done', 'yrs', 'sad', 'see', 'decline', 'national', 'carrier', 'recent', 'years', 'operations', 'stations', 'run', 'outsourced', 'contractors', 'poorly', 'represent', 'airline', 'generally', 'interest', 'providing', 'customer', 'service', 'relocated', 'many', 'gates', 'main', 'terminals', 'good', 'services', 'lounge', 'options', 'tier', 'facilities', 'serving', 'discount', 'charter', 'carriers', 'mainline', 'operates', 'north', 'america', 'subcontracting', 'jazz', 'sky', 'regional', 'rouge', 'product', 'become', 'inconsistent', 'unless', 'flies', 'ac', 'regularly', 'almost', 'impossible', 'expect', 'book', 'hint', 'avoid', 'rouge', 'like', 'plague', 'offer', 'rouge', 'low', 'cost', 'low', 'service', 'alternative', 'fine', 'discontinue', 'mainline', 'service', 'replace', 'rouge', 'fine', 'good', 'see', 'airline', 'become', 'profitable', 'product', 'continues', 'decline', 'competitors', 'continue', 'expand', 'offering', 'provide', 'viable', 'option', 'long', 'held', 'virtual', 'monopoly', 'profitability', 'short', 'lived']","['customer', 'review']",pos
Air Canada customer review,T Lovenuk,Not Verified,Travelled AC 001-002 YYZ-NRT B777-300. Two class layout with the classic pods herringbone layout. Always love these layouts. Flew round trip June 5-11. Everything was excellent. Always impressed by AC service. Went to bed as soon as we took off and opted for the dine on demand service instead of the regular meal service. Crew made sure everything stayed warm until I was ready to eat. The food was great for 35000ft up. Bar service always great never have to worry about not having anything to drink. Usual breakfast before landing was so so. Only recommendation would be to time the meals for the time of day. We landed at 5PM continental breakfast at 3pm isn't exactly exciting but its better than nothing. Crew were fantastic always attentive asking if they could you anything else. Seats super comfy. Air Canada just introduced a new duvet and pillow with the launch of the 787 and they are super comfy. All in all great product.,23rd June 2014,,Business Class,,,5,5,5,4,0,0,5,[],0,24.0,5,4.8,0.0,0.3961760461760462,"['travelled', 'ac', 'class', 'layout', 'classic', 'pods', 'herringbone', 'layout', 'always', 'love', 'layouts', 'flew', 'round', 'trip', 'june', 'everything', 'excellent', 'always', 'impressed', 'ac', 'service', 'bed', 'soon', 'took', 'opted', 'dine', 'demand', 'service', 'instead', 'regular', 'meal', 'service', 'crew', 'sure', 'everything', 'stayed', 'warm', 'ready', 'eat', 'food', 'great', 'bar', 'service', 'always', 'great', 'never', 'worry', 'anything', 'drink', 'usual', 'breakfast', 'landing', 'recommendation', 'time', 'meals', 'time', 'day', 'landed', 'continental', 'breakfast', 'exactly', 'exciting', 'better', 'nothing', 'crew', 'fantastic', 'always', 'attentive', 'asking', 'anything', 'else', 'seats', 'super', 'comfy', 'introduced', 'new', 'duvet', 'pillow', 'launch', 'super', 'comfy', 'great', 'product']","['customer', 'review']",pos
Air Canada customer review,G Keith,Not Verified,May 28 AC 854. June 5 AC 855. For many years I have preferred Air Canada for my several flights a year between Vancouver and London. After a trip on their newly configured 777-300 with 10 abreast economy seating never again regardless of price. The absolute worst seating ever encountered. There are options and I shall use them.,20th June 2014,,Economy Class,,,1,5,5,5,0,0,4,[],0,20.0,5,4.0,0.0,-0.032727272727272716,"['may', 'ac', 'june', 'ac', 'many', 'years', 'preferred', 'several', 'year', 'trip', 'newly', 'configured', 'abreast', 'economy', 'seating', 'never', 'regardless', 'price', 'absolute', 'worst', 'seating', 'ever', 'encountered', 'options', 'shall', 'use']","['customer', 'review']",neg
Air Canada customer review,Woon Wei Seng,Not Verified,YYZ-NRT on 77W (2-class i.e. older) AC2 on 15 June. Return leg from earlier NRT-YYZ flight on 31 May. Again another full flight so I couldn't change my seat in the rear. Thankfully for good weather in Toronto that day the flight actually departed early and landed more than 30 minutes earlier at NRT! Staff service was pleasant. Food was again above expectations: the chicken with couscous was great! Unfortunately the plane that day was out of potable water (only bottled water) hence no hot beverages or cup noodles could be served - disappointment. Thankfully in-flight entertainment was better than on NRT-YYZ: volume or sound system was still not reliable - conversation too soft but background music too loud. But the variety of movies was good managed to catch up on old movies that I've been wanting to watch but missed. Kudos also to a particular flight attendant (should have gotten her name she was also serving us on my NRT-YYZ leg) who provided me with Tylenol for my headache when I asked her at the end of my flight. By and large a good flight besides minor quibbles. I sure hope they keep up the good work.,18th June 2014,,Economy Class,,,4,4,4,4,0,0,4,[],0,20.0,5,4.0,0.0,0.20882594417077177,"['older', 'june', 'return', 'leg', 'earlier', 'may', 'another', 'full', 'change', 'seat', 'rear', 'thankfully', 'good', 'weather', 'day', 'actually', 'departed', 'early', 'landed', 'minutes', 'earlier', 'nrt', 'staff', 'service', 'pleasant', 'food', 'expectations', 'chicken', 'couscous', 'great', 'unfortunately', 'plane', 'day', 'potable', 'water', 'bottled', 'water', 'hence', 'hot', 'beverages', 'cup', 'noodles', 'served', 'disappointment', 'thankfully', 'entertainment', 'better', 'volume', 'sound', 'system', 'still', 'reliable', 'conversation', 'soft', 'background', 'music', 'loud', 'variety', 'movies', 'good', 'managed', 'catch', 'old', 'movies', 'wanting', 'watch', 'missed', 'kudos', 'particular', 'attendant', 'gotten', 'name', 'serving', 'leg', 'provided', 'tylenol', 'headache', 'asked', 'end', 'large', 'good', 'besides', 'minor', 'quibbles', 'sure', 'hope', 'keep', 'good', 'work']","['customer', 'review']",pos
Air Canada customer review,J Fox,Not Verified,I flew recently from Vancouver to LHR on a new style 777-300ER. The seats are crammed in nine across in Economy with minimal legroom in a way which Mr O'Leary of Ryanair would admire. The problem is that what may work on a short European hop does not on an almost 10 hour flight and the full plane was unbearably cramped. Avoid if you can. The food was terrible the Inflight Entertainment OK and the staff who did their best in impossible conditions friendly.,17th June 2014,,Economy Class,,,2,4,1,3,0,0,3,[],0,13.0,5,2.6,0.0,0.054063360881542705,"['flew', 'recently', 'lhr', 'new', 'style', 'seats', 'crammed', 'nine', 'across', 'economy', 'minimal', 'legroom', 'way', 'mr', 'ryanair', 'admire', 'problem', 'may', 'work', 'short', 'european', 'hop', 'almost', 'hour', 'full', 'plane', 'unbearably', 'cramped', 'avoid', 'food', 'terrible', 'inflight', 'entertainment', 'ok', 'staff', 'best', 'impossible', 'conditions', 'friendly']","['customer', 'review']",pos
Air Canada customer review,J Humphreys,Not Verified,AC856 YYZ to LHR. June 3 2014. Seat 31K absolutely horrendous. Do not fork out extra $90 for this seat. You are on window side but there is no window. Leg room is good but the exit door bulks out in front of you. It is by the galley and the washrooms so lots of traffic. It is also narrower than normal due to tray table and TV being in the side of the seat. You definitely feel scrunched into this seat. Food was the usual awful economy stodge all carbs no fresh veg or fruit. So called continental breakfast was a slab of cake! Staff were the usual harried and not friendly bunch intent on getting everyone fed and watered in as little time as possible. I wish Virgin flew this route to allow for some competition.,17th June 2014,,Economy Class,,,1,1,1,1,0,0,3,[],0,7.0,5,1.4,0.0,-0.08750000000000001,"['yyz', 'lhr', 'june', 'seat', 'absolutely', 'horrendous', 'fork', 'extra', 'seat', 'window', 'side', 'window', 'leg', 'room', 'good', 'exit', 'door', 'bulks', 'front', 'galley', 'washrooms', 'lots', 'traffic', 'narrower', 'normal', 'due', 'tray', 'table', 'tv', 'side', 'seat', 'definitely', 'feel', 'scrunched', 'seat', 'food', 'usual', 'awful', 'economy', 'stodge', 'carbs', 'fresh', 'veg', 'fruit', 'called', 'continental', 'breakfast', 'slab', 'cake', 'staff', 'usual', 'harried', 'friendly', 'bunch', 'intent', 'getting', 'everyone', 'fed', 'watered', 'little', 'time', 'possible', 'wish', 'virgin', 'flew', 'route', 'allow', 'competition']","['customer', 'review']",neg
Air Canada customer review,J Humphreys,Not Verified,AC 849 LHR to YYZ. June 13 2014. Seat 50K. Do not pay the extra $90 for this seat. It is a terrible seat the only benefit being it has legroom. Everything else about it is uncomfortable from being scrunched into the corner to no window to tray table and TV being in the side of the seat thus narrowing it. Armrests do not lift. It is by the galley and the washrooms so lots of traffic. Staff were indifferent rushed and not overly friendly. Food was the usual economy stodge loads of carbs not much else. I had the chicken which comprised a dried out 2 inch piece of chicken instant mashed potato and 2 tiny broccoli florets so overcooked as to be almost unrecognizable. Dinner tray included a rock hard roll no butter and unidentifiable salad offering. I used to think no airline could be worse than Air Transat but have now found a worthy replacement.,17th June 2014,,Economy Class,,,1,1,1,1,0,0,1,[],0,5.0,5,1.0,0.0,-0.21555555555555556,"['ac', 'lhr', 'yyz', 'june', 'seat', 'pay', 'extra', 'seat', 'terrible', 'seat', 'benefit', 'legroom', 'everything', 'else', 'uncomfortable', 'scrunched', 'corner', 'window', 'tray', 'table', 'tv', 'side', 'seat', 'thus', 'narrowing', 'armrests', 'lift', 'galley', 'washrooms', 'lots', 'traffic', 'staff', 'indifferent', 'rushed', 'overly', 'friendly', 'food', 'usual', 'economy', 'stodge', 'loads', 'carbs', 'much', 'else', 'chicken', 'comprised', 'dried', 'inch', 'piece', 'chicken', 'instant', 'mashed', 'potato', 'tiny', 'broccoli', 'florets', 'overcooked', 'almost', 'unrecognizable', 'dinner', 'tray', 'included', 'rock', 'hard', 'roll', 'butter', 'unidentifiable', 'salad', 'offering', 'used', 'think', 'airline', 'worse', 'transat', 'found', 'worthy', 'replacement']","['customer', 'review']",neg
Air Canada customer review,P Anderson,Not Verified,I am a frequent traveller between Toronto and Orlando (at least twice a month). When Air Canada added this route to its Rouge system I knew I would have a problem. The seats in business class are terrible the food is awful and the legroom is non-existent. However the price for a business ticket remains the same! This is what happens when there is no other way to travel (business class) directly between Toronto and Orlando. The staff are helpful but they know with every flight most passengers will be disappointed. If you are trying to compete with discount airline charge discount prices. I pray that a competitor enter this route in the near future. I will move over immediately!,17th June 2014,,Business Class,,,1,3,1,3,0,0,1,[],0,9.0,5,1.8,0.0,-0.19886363636363635,"['frequent', 'traveller', 'least', 'twice', 'month', 'added', 'route', 'rouge', 'system', 'knew', 'problem', 'seats', 'business', 'class', 'terrible', 'food', 'awful', 'legroom', 'price', 'business', 'ticket', 'remains', 'happens', 'way', 'travel', 'business', 'class', 'directly', 'staff', 'helpful', 'know', 'every', 'passengers', 'disappointed', 'trying', 'compete', 'discount', 'airline', 'charge', 'discount', 'prices', 'pray', 'competitor', 'enter', 'route', 'near', 'future', 'move', 'immediately']","['customer', 'review']",neg
Air Canada customer review,P Anderson,Not Verified,I am a frequent traveller between Toronto and Orlando (at least twice a month). When Air Canada added this route to its Rouge system I knew I would have a problem. The seats in business class are terrible the food is awful and the legroom is non-existent. However the price for a business ticket remains the same! This is what happens when there is no other way to travel (business class) directly between Toronto and Orlando. The staff are helpful but they know with every flight most passengers will be disappointed. If you are trying to compete with discount airline charge discount prices. I pray that a competitor enter this route in the near future. I will move over immediately!,17th June 2014,,Business Class,,,1,3,1,3,0,0,1,[],0,9.0,5,1.8,0.0,-0.19886363636363635,"['frequent', 'traveller', 'least', 'twice', 'month', 'added', 'route', 'rouge', 'system', 'knew', 'problem', 'seats', 'business', 'class', 'terrible', 'food', 'awful', 'legroom', 'price', 'business', 'ticket', 'remains', 'happens', 'way', 'travel', 'business', 'class', 'directly', 'staff', 'helpful', 'know', 'every', 'passengers', 'disappointed', 'trying', 'compete', 'discount', 'airline', 'charge', 'discount', 'prices', 'pray', 'competitor', 'enter', 'route', 'near', 'future', 'move', 'immediately']","['customer', 'review']",neg
Air Canada customer review,J Kneijber,Not Verified,Sitting at Ottawa airport one hour after flight was meant to have left. No announcements flight information boards useless. It would be nice if someone would at least let us know what was happening. I have learnt not to expect much from Air Canada but this plummets new depths. Wouldn't mind so much if this was a budget carrier but Air Canada is not the cheapest by any means.,16th June 2014,,Economy Class,,,3,3,1,1,0,0,1,[],0,9.0,5,1.8,0.0,0.048051948051948054,"['sitting', 'airport', 'hour', 'meant', 'left', 'announcements', 'information', 'boards', 'useless', 'nice', 'someone', 'least', 'let', 'know', 'happening', 'learnt', 'expect', 'much', 'plummets', 'new', 'depths', 'mind', 'much', 'budget', 'carrier', 'cheapest', 'means']","['customer', 'review']",pos
Air Canada customer review,W Woon,Not Verified,NRT-YYZ on 77W (2-class i.e. older) AC2 on 31 May. It was a full flight I wanted to change my seat from the rear but I couldn't. Thought that AC deserved a little more credit amidst all the negative reviews on Skytrax which did scare me a little. I guess in general where delays or problems don't occur AC probably performs fine. Staff service was pleasant (occasionally a little less friendly). Food was surprisingly better than I expected: food looked and tasted decent (maybe it's catering from NRT) we were rather well-fed (2 meals + instant noodles) drink runs conducted regularly. Seat comfort was alright: standard fare comparable to other airlines cant really complain especially when their new 77W product seems so much worse. Quibbles arise from the in-flight entertainment: mine worked fine but the volume or sound system was not good - volume was at maximum but sound was still terribly muffled (I could only hear half of the conversation while watching movies making movies with heavy narration un-watchable). Other quibbles include the (at least 20 minutes) delays on departure and the very shaky ride we had due to turbulence - I suspect my seated at the rear of the plane meant more shaking. Overall I guess there has to be a reason why they're a Skytrax 4-star airline and winner of Best Airline in North America for 4 years in a row? I sure hope my return journey YYZ-NRT remains like this or better.,16th June 2014,,Economy Class,,,4,4,4,3,0,0,4,[],0,19.0,5,3.8,0.0,0.07392992424242423,"['older', 'may', 'full', 'wanted', 'change', 'seat', 'rear', 'thought', 'ac', 'deserved', 'little', 'credit', 'amidst', 'negative', 'reviews', 'skytrax', 'scare', 'little', 'guess', 'general', 'delays', 'problems', 'occur', 'ac', 'probably', 'performs', 'fine', 'staff', 'service', 'pleasant', 'occasionally', 'little', 'less', 'friendly', 'food', 'surprisingly', 'better', 'expected', 'food', 'looked', 'tasted', 'decent', 'maybe', 'catering', 'nrt', 'rather', 'meals', 'instant', 'noodles', 'drink', 'runs', 'conducted', 'regularly', 'seat', 'comfort', 'alright', 'standard', 'fare', 'comparable', 'airlines', 'cant', 'really', 'complain', 'especially', 'new', 'product', 'seems', 'much', 'worse', 'quibbles', 'arise', 'entertainment', 'mine', 'worked', 'fine', 'volume', 'sound', 'system', 'good', 'volume', 'maximum', 'sound', 'still', 'terribly', 'muffled', 'hear', 'half', 'conversation', 'watching', 'movies', 'making', 'movies', 'heavy', 'narration', 'quibbles', 'include', 'least', 'minutes', 'delays', 'departure', 'shaky', 'ride', 'due', 'turbulence', 'suspect', 'seated', 'rear', 'plane', 'meant', 'shaking', 'overall', 'guess', 'reason', 'skytrax', 'airline', 'winner', 'best', 'airline', 'north', 'america', 'years', 'row', 'sure', 'hope', 'return', 'journey', 'remains', 'like', 'better']","['customer', 'review']",pos
Air Canada customer review,Kowal Zdzislaw,Not Verified,We booked our flights 7 months ahead of our trip and were rescheduled 3 times by the time we flew. Left Winnipeg late on flight AC 270 and arrived late in Toronto. Staff onboard were great and they asked everybody to wait in their seats until passengers needing to catch connecting flights were off the plane. That is exactly what happened and we and some other passengers were off the plane proceeding quickly to a gate where we were supposed to board AC 876. The connecting plane was still there yet we and some other passengers (10 in total) were not allowed to board. Sent to a customer service desk given hotel and food vouchers and told to arrange new flights ourselves! It took about an hour and half on the phone to do that.,16th June 2014,,Economy Class,,,3,5,3,4,0,0,1,[],0,16.0,5,3.2,0.0,0.048829201101928385,"['booked', 'months', 'ahead', 'trip', 'rescheduled', 'times', 'time', 'flew', 'left', 'late', 'ac', 'arrived', 'late', 'staff', 'onboard', 'great', 'asked', 'everybody', 'wait', 'seats', 'passengers', 'needing', 'catch', 'connecting', 'plane', 'exactly', 'happened', 'passengers', 'plane', 'proceeding', 'quickly', 'gate', 'supposed', 'board', 'ac', 'connecting', 'plane', 'still', 'yet', 'passengers', 'total', 'allowed', 'board', 'sent', 'customer', 'service', 'desk', 'given', 'hotel', 'food', 'vouchers', 'told', 'arrange', 'new', 'took', 'hour', 'half', 'phone']","['customer', 'review']",pos
